date,o,h,l,c,v
2020-09-29 07:25:00,1.079225,1.07926,1.078955,1.0790250000000001,1175
2020-09-29 07:30:00,1.07903,1.079045,1.07872,1.078795,1043
2020-09-29 07:35:00,1.078835,1.07888,1.078705,1.07883,926
2020-09-29 07:40:00,1.0788449999999998,1.078865,1.07858,1.07865,1246
2020-09-29 07:45:00,1.07889,1.079145,1.078605,1.078865,1426
2020-09-29 07:50:00,1.078895,1.0789149999999998,1.07869,1.07871,880
2020-09-29 07:55:00,1.078845,1.0789900000000001,1.078695,1.078885,1557
2020-09-29 08:00:00,1.0789,1.07892,1.07854,1.0786,2536
2020-09-29 08:05:00,1.0786449999999999,1.0786850000000001,1.07827,1.078295,2009
2020-09-29 08:10:00,1.07832,1.07835,1.07816,1.078305,1520
2020-09-29 08:15:00,1.07837,1.07843,1.07828,1.078315,1198
2020-09-29 08:20:00,1.0784449999999999,1.07857,1.07821,1.078565,1353
2020-09-29 08:25:00,1.078615,1.07867,1.078475,1.07864,907
2020-09-29 08:30:00,1.0789149999999998,1.079195,1.078605,1.079125,957
2020-09-29 08:35:00,1.079265,1.0793949999999999,1.079115,1.07913,1000
2020-09-29 08:40:00,1.07919,1.07925,1.07887,1.07893,945
2020-09-29 08:45:00,1.079005,1.07907,1.0786,1.07866,1040
2020-09-29 08:50:00,1.078675,1.0786799999999999,1.0784,1.07842,1133
2020-09-29 08:55:00,1.07846,1.07849,1.07832,1.0784,972
2020-09-29 09:00:00,1.0786250000000002,1.07884,1.078355,1.078525,1100
2020-09-29 09:05:00,1.078605,1.0786850000000001,1.07836,1.07866,1870
2020-09-29 09:10:00,1.0787149999999999,1.0787550000000001,1.07855,1.078555,1516
2020-09-29 09:15:00,1.07857,1.0785749999999998,1.07841,1.07853,938
2020-09-29 09:20:00,1.07855,1.07857,1.078325,1.0784500000000001,802
2020-09-29 09:25:00,1.078535,1.078615,1.078335,1.0786,1181
2020-09-29 09:30:00,1.078605,1.078615,1.078365,1.078595,1133
2020-09-29 09:35:00,1.07877,1.078935,1.07858,1.07885,1318
2020-09-29 09:40:00,1.07895,1.07905,1.078745,1.0790199999999999,1159
2020-09-29 09:45:00,1.07903,1.0790350000000002,1.07884,1.07897,653
2020-09-29 09:50:00,1.07901,1.079045,1.078835,1.078945,1188
2020-09-29 09:55:00,1.079,1.0790449999999998,1.0789,1.07893,827
2020-09-29 10:00:00,1.0791499999999998,1.079375,1.0787550000000001,1.079315,1332
2020-09-29 10:05:00,1.07932,1.0793249999999999,1.07887,1.07889,892
2020-09-29 10:10:00,1.078965,1.079035,1.0787550000000001,1.078865,850
2020-09-29 10:15:00,1.0788799999999998,1.078895,1.07869,1.0788600000000002,1204
2020-09-29 10:20:00,1.07904,1.079235,1.078775,1.0791300000000001,940
2020-09-29 10:25:00,1.0792000000000002,1.079285,1.079095,1.07913,717
2020-09-29 10:30:00,1.07913,1.07914,1.0789,1.07894,612
2020-09-29 10:35:00,1.078945,1.07895,1.07871,1.07881,1015
2020-09-29 10:40:00,1.078835,1.07887,1.078695,1.078735,776
2020-09-29 10:45:00,1.0787849999999999,1.07884,1.078665,1.07873,986
2020-09-29 10:50:00,1.078795,1.07887,1.078615,1.0786600000000002,873
2020-09-29 10:55:00,1.07874,1.078805,1.07854,1.078775,1337
2020-09-29 11:00:00,1.0789650000000002,1.079135,1.07876,1.078975,3077
2020-09-29 11:05:00,1.079215,1.079455,1.078955,1.079445,1942
2020-09-29 11:10:00,1.0794899999999998,1.07955,1.07936,1.0794350000000001,1133
2020-09-29 11:15:00,1.079475,1.07951,1.07935,1.079465,1260
2020-09-29 11:20:00,1.079515,1.0795949999999999,1.0793750000000002,1.07948,1208
2020-09-29 11:25:00,1.079525,1.079565,1.0792549999999999,1.079285,1130
2020-09-29 11:30:00,1.07941,1.07953,1.0791650000000002,1.07942,1161
2020-09-29 11:35:00,1.0794549999999998,1.07951,1.07934,1.0795,642
2020-09-29 11:40:00,1.0796350000000001,1.0797750000000002,1.07948,1.079695,758
2020-09-29 11:45:00,1.079715,1.079725,1.079455,1.0795249999999998,1228
2020-09-29 11:50:00,1.079555,1.07958,1.07942,1.07945,837
2020-09-29 11:55:00,1.079565,1.079675,1.07942,1.079625,770
2020-09-29 12:00:00,1.079655,1.079725,1.07936,1.07941,1803
2020-09-29 12:05:00,1.07946,1.07952,1.079245,1.079345,1625
2020-09-29 12:10:00,1.0794199999999998,1.079505,1.07934,1.07942,1236
2020-09-29 12:15:00,1.0794700000000002,1.07953,1.0793,1.07948,1052
2020-09-29 12:20:00,1.079605,1.07972,1.079415,1.07968,875
2020-09-29 12:25:00,1.07972,1.079765,1.079555,1.07972,838
2020-09-29 12:30:00,1.07973,1.079735,1.079585,1.079615,929
2020-09-29 12:35:00,1.079625,1.07964,1.079345,1.07939,953
2020-09-29 12:40:00,1.0793949999999999,1.07941,1.079085,1.07937,1854
2020-09-29 12:45:00,1.0794100000000002,1.07946,1.07924,1.07927,808
2020-09-29 12:50:00,1.0793,1.07932,1.07882,1.07912,1144
2020-09-29 12:55:00,1.07914,1.079175,1.078615,1.078855,1375
2020-09-29 13:00:00,1.0788950000000002,1.078925,1.07869,1.078835,1464
2020-09-29 13:05:00,1.0789399999999998,1.07906,1.078705,1.079,1084
2020-09-29 13:10:00,1.0790099999999998,1.0790250000000001,1.0787849999999999,1.0787849999999999,980
2020-09-29 13:15:00,1.0790000000000002,1.07922,1.0787,1.0789499999999999,1211
2020-09-29 13:20:00,1.0790199999999999,1.079095,1.07889,1.0790250000000001,807
2020-09-29 13:25:00,1.079135,1.07925,1.0789650000000002,1.079225,873
2020-09-29 13:30:00,1.07939,1.079545,1.079095,1.079135,2198
2020-09-29 13:35:00,1.07926,1.07939,1.079045,1.0792700000000002,1154
2020-09-29 13:40:00,1.07946,1.07964,1.07882,1.07903,1947
2020-09-29 13:45:00,1.0791149999999998,1.079215,1.07886,1.079035,1531
2020-09-29 13:50:00,1.07908,1.07912,1.078885,1.079085,992
2020-09-29 13:55:00,1.07914,1.07919,1.078955,1.0790549999999999,1343
2020-09-29 14:00:00,1.0791849999999998,1.0793300000000001,1.0788250000000001,1.0790449999999998,2738
2020-09-29 14:05:00,1.07911,1.079175,1.078345,1.078515,2235
2020-09-29 14:10:00,1.07871,1.0789149999999998,1.0784150000000001,1.078875,1590
2020-09-29 14:15:00,1.079105,1.07934,1.078855,1.0793300000000001,1525
2020-09-29 14:20:00,1.07942,1.07952,1.079205,1.0794700000000002,2458
2020-09-29 14:25:00,1.079585,1.0796999999999999,1.07932,1.079375,3263
2020-09-29 14:30:00,1.07964,1.0799,1.079345,1.079895,2184
2020-09-29 14:35:00,1.08004,1.08018,1.07985,1.080135,1712
2020-09-29 14:40:00,1.08017,1.080215,1.0799599999999998,1.08017,1156
2020-09-29 14:45:00,1.080225,1.080285,1.080075,1.08022,1697
2020-09-29 14:50:00,1.08045,1.08068,1.080195,1.08064,1255
2020-09-29 14:55:00,1.0810650000000002,1.0815000000000001,1.08063,1.0809549999999999,2859
2020-09-29 15:00:00,1.08118,1.08141,1.080865,1.0812,2833
2020-09-29 15:05:00,1.0815000000000001,1.081775,1.081175,1.0814650000000001,2124
2020-09-29 15:10:00,1.08152,1.0815700000000001,1.081375,1.081395,1387
2020-09-29 15:15:00,1.081505,1.08161,1.08138,1.08154,919
2020-09-29 15:20:00,1.081595,1.08166,1.0812300000000001,1.081305,938
2020-09-29 15:25:00,1.081345,1.08138,1.080695,1.08072,1440
2020-09-29 15:30:00,1.080795,1.08088,1.08061,1.0808149999999999,1561
2020-09-29 15:35:00,1.08089,1.08095,1.08063,1.0808200000000001,1100
2020-09-29 15:40:00,1.0809000000000002,1.08099,1.07969,1.07977,3258
2020-09-29 15:45:00,1.079835,1.07989,1.079535,1.07965,2183
2020-09-29 15:50:00,1.07973,1.07982,1.079555,1.0796350000000001,1384
2020-09-29 15:55:00,1.07973,1.079825,1.0795949999999999,1.079785,1498
2020-09-29 16:00:00,1.079855,1.07993,1.079595,1.07975,1744
2020-09-29 16:05:00,1.079965,1.080195,1.079735,1.080185,1516
2020-09-29 16:10:00,1.080235,1.080285,1.0799050000000001,1.07992,1200
2020-09-29 16:15:00,1.0799349999999999,1.07995,1.07974,1.07983,880
2020-09-29 16:20:00,1.07989,1.0799400000000001,1.079725,1.079795,984
2020-09-29 16:25:00,1.07991,1.0800100000000001,1.07972,1.0799699999999999,780
2020-09-29 16:30:00,1.0800800000000002,1.0802049999999999,1.079945,1.0802,593
2020-09-29 16:35:00,1.080225,1.0802399999999999,1.0799349999999999,1.0802100000000001,710
2020-09-29 16:40:00,1.0802100000000001,1.080215,1.079895,1.0799,600
2020-09-29 16:45:00,1.08003,1.080155,1.079895,1.080095,754
2020-09-29 16:50:00,1.08011,1.080115,1.0796649999999999,1.07968,815
2020-09-29 16:55:00,1.0796999999999999,1.079715,1.07915,1.079215,1381
2020-09-29 17:00:00,1.0793,1.07939,1.07912,1.079385,893
2020-09-29 17:05:00,1.079415,1.07944,1.07916,1.0793949999999999,1026
2020-09-29 17:10:00,1.07942,1.07946,1.0793300000000001,1.07942,616
2020-09-29 17:15:00,1.07944,1.0794700000000002,1.07928,1.079435,602
2020-09-29 17:20:00,1.07945,1.07948,1.079385,1.0794350000000001,514
2020-09-29 17:25:00,1.0794549999999998,1.079485,1.07931,1.0794350000000001,444
2020-09-29 17:30:00,1.079455,1.079485,1.0792950000000001,1.079475,477
2020-09-29 17:35:00,1.079495,1.07951,1.079425,1.079465,428
2020-09-29 17:40:00,1.07948,1.07949,1.07941,1.079445,430
2020-09-29 17:45:00,1.079485,1.0795400000000002,1.07944,1.07948,281
2020-09-29 17:50:00,1.079615,1.07975,1.079475,1.07974,625
2020-09-29 17:55:00,1.0798299999999998,1.07992,1.0796649999999999,1.079855,889
2020-09-29 18:00:00,1.0800049999999999,1.080165,1.079835,1.0799750000000001,745
2020-09-29 18:05:00,1.0800049999999999,1.08005,1.0798999999999999,1.079985,535
2020-09-29 18:10:00,1.080015,1.08005,1.079955,1.07999,475
2020-09-29 18:15:00,1.0800100000000001,1.08003,1.07995,1.08,813
2020-09-29 18:20:00,1.0800100000000001,1.08002,1.079465,1.079485,1070
2020-09-29 18:25:00,1.079575,1.079645,1.079465,1.07952,526
